DocNo,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,No,TopicNo,TopicValue,Citation,Article Title,Source title,DOI,DOI Link,Source
1090,0.024389697,0.78051132,0.024381496,0.024389461,0.024377787,0.024380963,0.024420423,0.024384713,0.024378873,0.024385249,1289,2,0.78051132,Nwaboh et al. (2018),Metrological quantification of CO in biogas using laser absorption spectroscopy and gas chromatography,Measurement Science and Technology,10.1088/1361-6501/aad116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051718594&doi=10.1088%2f1361-6501%2faad116&partnerID=40&md5=6f70ccf93385ec4f2a7433c25369736a,Scopus
1091,0.03105779,0.72046721,0.031056199,0.031056454,0.031056676,0.031067401,0.03105869,0.031058636,0.031063577,0.031057369,1290,2,0.72046721,Wang et al. (2018),Silicon on Silicon Carbide Ring Resonators for Coupling to Color Centers,"2018 Conference on Lasers and Electro-Optics, CLEO 2018 - Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052570436&partnerID=40&md5=02c7f1232a4cf16c13d7dfe6b982d329,Scopus
1092,0.020562977,0.020563135,0.02056358,0.814919889,0.020564232,0.020565027,0.020563999,0.020567836,0.020563269,0.020566072,1291,4,0.814919889,Li et al. (2018),Study on Snow Covered Insulator Flashover Characteristics and Its Improved QNN Prediction Model [ç»ç¼˜å­è¦†é›ªé—ªç»œç‰¹æ€§åŠå…¶æ”¹è¿›é‡å­ç¥žç»ç½‘ç»œçš„é¢„æµ‹æ¨¡åž‹],Dianwang Jishu/Power System Technology,10.13335/j.1000-3673.pst.2018.0599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056331160&doi=10.13335%2fj.1000-3673.pst.2018.0599&partnerID=40&md5=53dfdfe3285bcfadde3c37b64fb421b1,Scopus
1093,0.020314265,0.020317173,0.020313419,0.020313382,0.020315073,0.020314932,0.817160308,0.020315114,0.020320527,0.02031583,1292,7,0.817160308,[No (2018),EPJ Web of Conferences,EPJ Web of Conferences,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053210862&partnerID=40&md5=0279f7749121515fe77414b55df7f14c,Scopus
1094,0.017388761,0.017389311,0.017389845,0.017391885,0.017391106,0.017392725,0.017390078,0.8434847,0.017389368,0.017392231,1293,8,0.8434847,Hamilton et al. (2018),Neural networks and graph algorithms with next-generation processors,"Proceedings - 2018 IEEE 32nd International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2018",10.1109/IPDPSW.2018.00184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052236667&doi=10.1109%2fIPDPSW.2018.00184&partnerID=40&md5=ab8f8cc0e054bdc19d4f1163afc0e152,Scopus
1095,0.025901744,0.02589901,0.766938686,0.025891265,0.025893915,0.025892107,0.025903145,0.025892768,0.025891911,0.025895424,1294,3,0.766938686,Maruca et al. (2018),Quantum Airy photons,"Journal of Physics B: Atomic, Molecular and Optical Physics",10.1088/1361-6455/aacac5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054763575&doi=10.1088%2f1361-6455%2faacac5&partnerID=40&md5=c48be9d4ec8a92b2baad444a2dc9533a,Scopus
1096,0.822620094,0.019710403,0.019707616,0.019707376,0.019712612,0.019709658,0.019707482,0.019707872,0.019709455,0.019707438,1295,1,0.822620094,Jin et al. (2018),Three-dimensional quantum anomalous Hall effect in ferromagnetic insulators,Physical Review B,10.1103/PhysRevB.98.081101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051510226&doi=10.1103%2fPhysRevB.98.081101&partnerID=40&md5=a862ed0becdc8c47af05fc43f96dd89a,Scopus
1097,0.019946931,0.019945335,0.019945765,0.019946922,0.820485115,0.019945858,0.019945281,0.019948166,0.019944312,0.019946305,1296,5,0.820485115,Wang et al. (2018),Atmospheric effects on continuous-variable quantum key distribution,New Journal of Physics,10.1088/1367-2630/aad9c4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053159194&doi=10.1088%2f1367-2630%2faad9c4&partnerID=40&md5=07d39a683a39f5b9576401ef1a4dbb71,Scopus
1098,0.803709149,0.021809958,0.021808125,0.021809502,0.021817856,0.021810208,0.02180876,0.021810763,0.02180676,0.021808926,1298,1,0.803709149,Khan et al. (2018),Inhibition of C298S mutant of human aldose reductase for antidiabetic applications: Evidence from in silico elementary mode analysis of biological network model,Journal of Cellular Biochemistry,10.1002/jcb.26904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045887259&doi=10.1002%2fjcb.26904&partnerID=40&md5=a653ac4e80e5af2a32f9683a01ad41b1,Scopus
1099,0.017562952,0.017573176,0.017564029,0.017563937,0.017575959,0.017563721,0.017562736,0.841909647,0.017559489,0.017564345,1299,8,0.841909647,Chamberland & Ronagh (2018),Deep neural decoders for near term fault-tolerant experiments,Quantum Science and Technology,10.1088/2058-9565/aad1f7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053868601&doi=10.1088%2f2058-9565%2faad1f7&partnerID=40&md5=071bec042a7d9957256a02f7a174dc8c,Scopus
1100,0.021533092,0.02153128,0.021533251,0.021531502,0.021530544,0.021531876,0.02154332,0.80620122,0.021529797,0.021534139,1300,8,0.80620122,Hu et al. (2018),Vibrational enhancement in the dynamics of ammonia dissociative chemisorption on Ru(0001),Journal of Chemical Physics,10.1063/1.5043517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051055011&doi=10.1063%2f1.5043517&partnerID=40&md5=de4e714420f1d5939ba6b24dbb5c0331,Scopus
1101,0.023386031,0.789653838,0.023376636,0.023368612,0.02336612,0.023365095,0.023367712,0.023369029,0.023375986,0.023370951,1301,2,0.789653838,Rezai et al. (2018),Coherence Properties of Molecular Single Photons for Quantum Networks,Physical Review X,10.1103/PhysRevX.8.031026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051074326&doi=10.1103%2fPhysRevX.8.031026&partnerID=40&md5=d7deb17ecfb7f2cf47bd417cf5c347a7,Scopus
1102,0.021810966,0.021822741,0.021822294,0.021811794,0.021813208,0.02181275,0.021812215,0.803671539,0.021810032,0.021812448,1302,8,0.803671539,Han et al. (2018),Unsupervised Generative Modeling Using Matrix Product States,Physical Review X,10.1103/PhysRevX.8.031012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050859614&doi=10.1103%2fPhysRevX.8.031012&partnerID=40&md5=9100da0ea1e800cfcca2a134f09adde7,Scopus
1103,0.020708825,0.020710325,0.020707412,0.020722106,0.020708889,0.813611567,0.020706959,0.020708561,0.020706769,0.020708561,1303,6,0.813611567,Francisco et al. (2018),Hadamard matrices and links to information theory,AIP Conference Proceedings,10.1063/1.5044070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049958305&doi=10.1063%2f1.5044070&partnerID=40&md5=171c9c7b87b3420d73d77c2f6e4bfd14,Scopus
1104,0.01913121,0.019124584,0.019125981,0.019126203,0.019125193,0.827863753,0.019126248,0.019125994,0.019124532,0.019126311,1304,6,0.827863753,Koch & Golling (2018),The cyber decade: Cyber defence at a X-ing point,"International Conference on Cyber Conflict, CYCON",10.23919/CYCON.2018.8405016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050943908&doi=10.23919%2fCYCON.2018.8405016&partnerID=40&md5=2d8c9d8bd40f4439a6207ff9984d9343,Scopus
1105,0.024961533,0.02496182,0.024965391,0.024961542,0.024960691,0.775344551,0.024961418,0.024960104,0.024962246,0.024960697,1305,6,0.775344551,Schaefer (2018),Intelligence cooperation and new trends in space technology: do the ties still bind?,Australian Journal of International Affairs,10.1080/10357718.2018.1452897,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045420860&doi=10.1080%2f10357718.2018.1452897&partnerID=40&md5=d6e648fec0c0c0db12d2ee389e673997,Scopus
1106,0.021234503,0.808884621,0.0212391,0.021234168,0.021234175,0.02123397,0.021234317,0.021232909,0.021236092,0.02123612,1306,2,0.808884621,MÃ¼ller et al. (2018),Binary Homodyne Detection for Observing Quadrature Squeezing in Satellite Links,"2018 Conference on Lasers and Electro-Optics Pacific Rim, CLEO-PR 2018",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065625061&partnerID=40&md5=ea2939bb2db2d81635c14ac3006ad00d,Scopus
1107,0.017178692,0.017157167,0.0171644,0.017160453,0.831682324,0.017156275,0.030994859,0.017163929,0.017169543,0.017172348,1307,5,0.831682324,Asif (2018),Future quantum-To-The-home (qtth) all-optical networks (invited talk),"2018 10th International Conference on Advanced Infocomm Technology, ICAIT 2018",10.1109/ICAIT.2018.8686543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064764693&doi=10.1109%2fICAIT.2018.8686543&partnerID=40&md5=ec8ab3acf8f18ed47da02447b103f5c0,Scopus
1108,0.01826361,0.018260583,0.018262608,0.835638762,0.0182613,0.018260837,0.018263847,0.018264787,0.018260678,0.018263007,1308,4,0.835638762,Potok et al. (2018),"A study of complex deep learning networks on high-performance, neuromorphic, and quantum computers",ACM Journal on Emerging Technologies in Computing Systems,10.1145/3178454,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053273065&doi=10.1145%2f3178454&partnerID=40&md5=42a521ed72dafc61c3c1fe14645da417,Scopus
1109,0.025933674,0.025930541,0.025931982,0.025935924,0.025932884,0.025934201,0.025928218,0.766613662,0.025928633,0.025930304,1309,8,0.766613662,Zabaleta & Arizmendi (2018),Evolutionary quantum minority game: A wireless network application,Chaos,10.1063/1.5027739,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049990234&doi=10.1063%2f1.5027739&partnerID=40&md5=06c8f67132a42194b7b47f69a0bd94df,Scopus
1110,0.019505339,0.824419916,0.019505469,0.019525856,0.019506516,0.019508921,0.019506909,0.019507954,0.019506624,0.019506508,1310,2,0.824419916,Abellan & Pruneri (2018),The future of cybersecurity is quantum,IEEE Spectrum,10.1109/MSPEC.2018.8389185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049040502&doi=10.1109%2fMSPEC.2018.8389185&partnerID=40&md5=0fcfcd5bceb2901054ded7cb694fe4d8,Scopus
1111,0.75760752,0.026930155,0.026933132,0.026949195,0.02692887,0.026928145,0.02693361,0.026932131,0.026926644,0.02693058,1311,1,0.75760752,Wang et al. (2018),Biosynthesis of a ganoderic acid in Saccharomyces cerevisiae by expressing a cytochrome P450 gene from Ganoderma lucidum,Biotechnology and Bioengineering,10.1002/bit.26583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043375753&doi=10.1002%2fbit.26583&partnerID=40&md5=2185415f449c4e62b7d2ffbf599b197f,Scopus
1112,0.020318333,0.020323142,0.020320557,0.02031737,0.020318652,0.020316854,0.020317493,0.020317009,0.020317325,0.817133248,1314,10,0.817133248,Vogl et al. (2018),Fabrication and Deterministic Transfer of High-Quality Quantum Emitters in Hexagonal Boron Nitride,ACS Photonics,10.1021/acsphotonics.8b00127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048774446&doi=10.1021%2facsphotonics.8b00127&partnerID=40&md5=2fc2173f07ba4aa4f91429d5554c2874,Scopus
1113,0.021397304,0.021386946,0.021389682,0.021391377,0.021388091,0.021387929,0.021393305,0.807488561,0.021387134,0.021389661,1315,8,0.807488561,Å½uvela et al. (2018),Interpretation of ANN-based QSAR models for prediction of antioxidant activity of flavonoids,Journal of Computational Chemistry,10.1002/jcc.25168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041313389&doi=10.1002%2fjcc.25168&partnerID=40&md5=8878587f5563b56af20463e2b5a05144,Scopus
1114,0.017226521,0.01721924,0.017224858,0.017218735,0.017218936,0.01721962,0.017220894,0.017219838,0.017217712,0.845013618,1316,10,0.845013618,Xu et al. (2018),Vertically Emitting Indium Phosphide Nanowire Lasers,Nano Letters,10.1021/acs.nanolett.8b00334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047495028&doi=10.1021%2facs.nanolett.8b00334&partnerID=40&md5=bed2deae3b7dc0aa1b06f40e6dd437df,Scopus
1115,0.021931048,0.021942204,0.021932462,0.021931179,0.021932425,0.021934619,0.021935673,0.802597404,0.021930974,0.021931985,1317,8,0.802597404,Gloor et al. (2018),Creating the collective mind through virtual mirroring based learning,Development and Learning in Organizations,10.1108/DLO-10-2017-0081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045199292&doi=10.1108%2fDLO-10-2017-0081&partnerID=40&md5=11e691513b7efa0a99d36aa32f4c2c24,Scopus
1116,0.793718219,0.022921694,0.022919832,0.022921568,0.022920107,0.022919048,0.022919146,0.022923743,0.022918206,0.022918465,1318,1,0.793718219,Smyrnova et al. (2018),Systematic Excited State Studies of Reversibly Switchable Fluorescent Proteins,Journal of Chemical Theory and Computation,10.1021/acs.jctc.8b00050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047409122&doi=10.1021%2facs.jctc.8b00050&partnerID=40&md5=ded58c5779b327c446ba7b0a13ea53fb,Scopus
1117,0.020189699,0.020192495,0.020196125,0.0201874,0.020187292,0.020189129,0.020189166,0.818289042,0.020190317,0.020189334,1319,8,0.818289042,Gao et al. (2018),Experimental Machine Learning of Quantum States,Physical Review Letters,10.1103/PhysRevLett.120.240501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048519888&doi=10.1103%2fPhysRevLett.120.240501&partnerID=40&md5=d82353f39b80a6c3db542b2e07a75116,Scopus
1118,0.026405923,0.762336075,0.026405513,0.02640379,0.02640681,0.026409755,0.026405254,0.026407612,0.026415177,0.026404113,1320,2,0.762336075,Modi et al. (2018),Masking Quantum Information is Impossible,Physical Review Letters,10.1103/PhysRevLett.120.230501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048344487&doi=10.1103%2fPhysRevLett.120.230501&partnerID=40&md5=8cd2958216cdd3e407d2ec88367d0366,Scopus
1119,0.026403761,0.762339294,0.026412703,0.026402926,0.026406061,0.026406575,0.026405009,0.026404455,0.026405608,0.026413601,1321,2,0.762339294,Kono et al. (2018),Quantum non-demolition detection of an itinerant microwave photon,Nature Physics,10.1038/s41567-018-0066-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051256422&doi=10.1038%2fs41567-018-0066-3&partnerID=40&md5=b7d0880fb5acde9d5cb7cd006b403e65,Scopus
1120,0.023742357,0.023738844,0.023740279,0.023746151,0.023738556,0.023736838,0.786342502,0.023740724,0.023735033,0.023738725,1322,7,0.786342502,Weiss et al. (2018),Two methods for correcting range-dependent limitations of Lightning Mapping Arrays,Journal of Atmospheric and Oceanic Technology,10.1175/JTECH-D-17-0213.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049506835&doi=10.1175%2fJTECH-D-17-0213.1&partnerID=40&md5=c83fec667bddf858dfa28a6b27f0ea2b,Scopus
1121,0.019270739,0.019295337,0.826533794,0.019269824,0.019271238,0.019271342,0.01927115,0.019270746,0.019273581,0.019272231,1323,3,0.826533794,Tamura et al. (2018),Two-step frequency conversion for connecting distant quantum memories by transmission through an optical fiber,Japanese Journal of Applied Physics,10.7567/JJAP.57.062801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047894585&doi=10.7567%2fJJAP.57.062801&partnerID=40&md5=4c41ce4658f4aa9e5bfe6f595b31348a,Scopus
1122,0.024689265,0.024693906,0.777770519,0.024694119,0.024693118,0.024690341,0.024691489,0.024692694,0.024692938,0.024691597,1324,3,0.777770519,Arenz & Rabitz (2018),Controlling Qubit Networks in Polynomial Time,Physical Review Letters,10.1103/PhysRevLett.120.220503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047765100&doi=10.1103%2fPhysRevLett.120.220503&partnerID=40&md5=e5789a9edf1d7985838a3169bbc7c000,Scopus
1123,0.02283073,0.022828309,0.022830704,0.022830104,0.022835059,0.022830427,0.794521332,0.022830831,0.022826832,0.022835696,1325,7,0.794521332,Hao et al. (2018),Neuron-Inspired Fe3O4/Conductive Carbon Filament Network for High-Speed and Stable Lithium Storage,ACS Applied Materials and Interfaces,10.1021/acsami.8b03174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047066583&doi=10.1021%2facsami.8b03174&partnerID=40&md5=f0d9786a2077a0caeb2dfe098d461b9b,Scopus
1124,0.018087331,0.018084306,0.018109441,0.018087042,0.837206602,0.018083857,0.018084634,0.018087022,0.018084915,0.018084835,1326,5,0.837206602,Guo et al. (2018),Channel-parameter estimation for satellite-to-submarine continuous-variable quantum key distribution,Physical Review A,10.1103/PhysRevA.97.052326,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047480677&doi=10.1103%2fPhysRevA.97.052326&partnerID=40&md5=cd2aa001cb89f0bd6bd3f70b57096cb9,Scopus
1125,0.023792544,0.023798024,0.78584969,0.023792503,0.023797525,0.023793424,0.02379437,0.023792095,0.023792287,0.023797533,1327,3,0.78584969,Hallett et al. (2018),Electrical control of nonlinear quantum optics in a nano-photonic waveguide,Optica,10.1364/OPTICA.5.000644,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047248780&doi=10.1364%2fOPTICA.5.000644&partnerID=40&md5=61c5413eb7ab2c2992f881be2becbb98,Scopus
1126,0.022315454,0.799226463,0.022314332,0.022302963,0.022306414,0.022304561,0.022305224,0.022304902,0.022312034,0.022307632,1329,2,0.799226463,Araneda et al. (2018),Interference of Single Photons Emitted by Entangled Atoms in Free Space,Physical Review Letters,10.1103/PhysRevLett.120.193603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047721927&doi=10.1103%2fPhysRevLett.120.193603&partnerID=40&md5=24f74ee7365acc4a4d9426011cf795fa,Scopus
1127,0.019336019,0.019341692,0.82594043,0.019337812,0.019350767,0.019348051,0.019334652,0.01933701,0.01933736,0.019336183,1331,3,0.82594043,Yin et al. (2018),Space-based quantum communication towards global quantum network,"2017 IEEE International Conference on Space Optical Systems and Applications, ICSOS 2017",10.1109/ICSOS.2017.8357430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048027685&doi=10.1109%2fICSOS.2017.8357430&partnerID=40&md5=7066f2166b8ba8b965120dab6a0755e7,Scopus
1128,0.016697377,0.016695334,0.016695308,0.01669642,0.849736392,0.016696405,0.016695198,0.016696455,0.016694479,0.016696619,1332,5,0.849736392,Neumann et al. (2018),Quantum communications uplink to a 3U CubeSat,"2017 IEEE International Conference on Space Optical Systems and Applications, ICSOS 2017",10.1109/ICSOS.2017.8357431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048024659&doi=10.1109%2fICSOS.2017.8357431&partnerID=40&md5=1821c445b60fa9d0c1c4b8aeba0c26f9,Scopus
1129,0.823859334,0.019574154,0.019573281,0.019571202,0.019573616,0.019570911,0.019568717,0.019571397,0.019566806,0.019570574,1333,1,0.823859334,Nokkala et al. (2018),Reconfigurable optical implementation of quantum complex networks,New Journal of Physics,10.1088/1367-2630/aabc77,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048040970&doi=10.1088%2f1367-2630%2faabc77&partnerID=40&md5=682222a26de65f7b975b680c05113223,Scopus
1130,0.024982305,0.775167227,0.024986772,0.024979146,0.024979731,0.024980126,0.024981061,0.024980688,0.024978956,0.024983978,1334,2,0.775167227,Yin et al. (2018),Enhanced photon-phonon cross-Kerr nonlinearity with two-photon driving,Optics Letters,10.1364/OL.43.002050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046695798&doi=10.1364%2fOL.43.002050&partnerID=40&md5=328d4493994a995a3d1b6e0dbefa03ef,Scopus
